process,method,year,value,RCP
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2057,0.00107901650702728,RCP60
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2058,0.00107271979709012,RCP60
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2059,0.0010664230871529601,RCP60
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2060,0.0010601263772158,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2025,3.335694630721641e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,3.3356164172676243e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,3.3355382038136076e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,3.3354599903595905e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,3.3353817769055738e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,3.335303563451557e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,3.3352931225738994e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,3.335282681696242e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,3.3352722408185842e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,3.3352617999409266e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,3.335251359063269e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,3.3358648134914835e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,3.336478267919698e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,3.337091722347913e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,3.3377051767761274e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,3.338318631204342e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,3.338311022580356e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,3.3383034139563695e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,3.3382958053323836e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,3.338288196708397e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,3.3382805880844112e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,3.3393451640681924e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2047,3.340409740051973e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2048,3.3414743160357542e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2049,3.342538892019535e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2050,3.343603468003316e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2051,3.3459099817300557e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2052,3.348216495456795e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2053,3.3505230091835345e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2054,3.3528295229102738e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2055,3.3551360366370134e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2056,3.357442550363753e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2057,3.3597490640904922e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2058,3.362055577817232e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2059,3.364362091543971e-06,RCP60
"used bus | P3_e_bus_eol_without_battery
| CH | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2060,3.3666686052707107e-06,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2025,0.0001457057525111,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,0.000144924741434,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,0.0001441437303569,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,0.00014336271927980001,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,0.0001425817082027,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,0.0001418006971256,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,0.00014127370183392,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,0.00014074670654224,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,0.00014021971125056002,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,0.00013969271595888,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,0.0001391657206672,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,0.00013890946294816,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,0.00013865320522912,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,0.00013839694751008,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,0.00013814068979104,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,0.000137884432072,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,0.0001364388255808,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,0.0001349932190896,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,0.00013354761259839999,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,0.0001321020061072,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,0.000130656399616,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,0.00012963732220644001,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2047,0.00012861824479688,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2048,0.00012759916738732,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2049,0.00012658008997776,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2050,0.0001255610125682,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2051,0.00012538876785246001,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2052,0.00012521652313672,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2053,0.00012504427842098,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2054,0.00012487203370524,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2055,0.00012469978898950002,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2056,0.00012452754427376,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2057,0.00012435529955802,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2058,0.00012418305484228,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2059,0.00012401081012654,RCP60
"used Li-ion battery | P4_LFP_eol | GLO |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2060,0.0001238385654108,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2025,0.0003206758391822,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,0.00031990417235356,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,0.00031913250552492,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,0.00031836083869627997,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,0.00031758917186764,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,0.000316817505039,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,0.00031637563272366,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,0.00031593376040832,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,0.00031549188809298,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,0.00031505001577764,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,0.0003146081434623,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,0.00031462998423748,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,0.00031465182501266,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,0.00031467366578783997,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,0.00031469550656302,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,0.0003147173473382,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,0.00031387862695052,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,0.00031303990656283997,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,0.00031220118617516,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,0.00031136246578747996,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,0.0003105237453998,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,0.00030992516509608,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2047,0.00030932658479236,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2048,0.00030872800448863996,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2049,0.00030812942418491997,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2050,0.0003075308438812,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2051,0.00030749164134223996,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2052,0.00030745243880328,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2053,0.00030741323626432,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2054,0.00030737403372536,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2055,0.0003073348311864,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2056,0.00030729562864744,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2057,0.00030725642610848,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2058,0.00030721722356952,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2059,0.00030717802103056,RCP60
"lithium carbonate |
P5_Li_virgin_production | RoW |
LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2060,0.0003071388184916,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2025,4.130657286843132e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2026,4.122347687039791e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2027,4.11403808723645e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2028,4.1057284874331085e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2029,4.097418887629768e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2030,4.089109287826426e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2031,4.101526462043652e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2032,4.1139436362608774e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2033,4.126360810478102e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2034,4.138777984695328e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2035,4.1511951589125534e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2036,4.1981256385813435e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2037,4.2450561182501336e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2038,4.2919865979189236e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2039,4.338917077587714e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2040,4.385847557256504e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2041,4.402291022744747e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2042,4.41873448823299e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2043,4.435177953721233e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2044,4.451621419209476e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2045,4.468064884697719e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2046,4.464724977293419e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2047,4.461385069889119e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2048,4.458045162484818e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2049,4.454705255080518e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2050,4.4513653476762176e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2051,4.4326727300692404e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2052,4.413980112462263e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2053,4.395287494855287e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2054,4.3765948772483096e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2055,4.3579022596413324e-05,RCP60
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",2056,4.339209642034355e-05,RCP60
